feature,route,page,page_file,screen_level,archetype,body_grade,official_density_score,visual_density_risk_score,visual_density_priority,tokenized_fixed_height_refs,tokenized_gap_refs,spacer_refs,manual_content_refs,bottom_inset_refs,root_top_chrome_refs,detail_top_chrome_refs,scroll_refs,grid_or_wrap_refs,root_causes,recommendation,source_files,unresolved_source_files
p2p_dispute,AppRoutePaths.p2pInsuranceScore,P2PInsuranceScorePage,flutter_app/lib/features/p2p_dispute/presentation/pages/dispute/p2p_insurance_score_page.dart,L2_detail,detail,A,0,11,P3_LOW_DENSITY_REVIEW,0,0,0,0,4,0,3,1,1,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/p2p_dispute/presentation/pages/dispute/p2p_insurance_score_page.dart;flutter_app/lib/features/p2p_dispute/presentation/widgets/dispute/p2p_insurance_score_page_common.dart;flutter_app/lib/features/p2p_dispute/presentation/widgets/dispute/p2p_insurance_score_page_sections.dart,
p2p_marketplace,AppRoutePaths.p2pGuide,P2PGuidePage,flutter_app/lib/features/p2p_marketplace/presentation/pages/hub/p2p_guide_page.dart,L2_utilityDetail,detail,A,0,11,P3_LOW_DENSITY_REVIEW,0,0,0,0,4,0,3,1,1,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/p2p_marketplace/presentation/pages/hub/p2p_guide_page.dart;flutter_app/lib/features/p2p_marketplace/presentation/widgets/hub/p2p_guide_steps_safety.dart;flutter_app/lib/features/p2p_marketplace/presentation/widgets/hub/p2p_guide_tabs_faq.dart;flutter_app/lib/features/p2p_marketplace/presentation/widgets/hub/p2p_guide_video_common.dart,
p2p_security,AppRoutePaths.p2pSecurityAntiPhishing,P2PAntiPhishingCodePage,flutter_app/lib/features/p2p_security/presentation/pages/security/p2p_anti_phishing_code_page.dart,L2_detail,detail,A,0,11,P3_LOW_DENSITY_REVIEW,0,0,0,0,4,0,3,1,0,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/p2p_security/presentation/pages/security/p2p_anti_phishing_code_page.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_anti_phishing_code_page_common.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_anti_phishing_code_page_sections.dart,
p2p_security,'/p2p/tax-report/detailed/:year',P2PTaxReportingPage,flutter_app/lib/features/p2p_security/presentation/pages/security/p2p_tax_reporting_page.dart,L2_entityDetail,detail,B,8,11,P3_LOW_DENSITY_REVIEW,0,0,0,0,0,0,3,1,0,low_signal_monitor,Review first viewport manually and apply shared compact primitives without removing safety or domain-copy requirements.,flutter_app/lib/features/p2p_security/presentation/pages/security/p2p_tax_reporting_page.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_tax_reporting_page_common.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_tax_reporting_page_sections.dart,
p2p_security,AppRoutePaths.p2pTaxReporting,P2PTaxReportingPage,flutter_app/lib/features/p2p_security/presentation/pages/security/p2p_tax_reporting_page.dart,L2_utilityDetail,detail,B,8,11,P3_LOW_DENSITY_REVIEW,0,0,0,0,0,0,3,1,0,low_signal_monitor,Review first viewport manually and apply shared compact primitives without removing safety or domain-copy requirements.,flutter_app/lib/features/p2p_security/presentation/pages/security/p2p_tax_reporting_page.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_tax_reporting_page_common.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_tax_reporting_page_sections.dart,
predictions,AppRoutePaths.marketsPredictions,PredictionsHomePage,flutter_app/lib/features/predictions/presentation/pages/hub/predictions_home_page.dart,L1_productModuleHub,rootModule,A,0,11,P3_LOW_DENSITY_REVIEW,0,0,1,0,2,1,0,3,2,spacer_inside_cards;bottom_nav_inset_pressure;root_top_chrome_first_viewport_cost,Remove Spacer-driven loose card expansion or replace with fixed compact content rhythm.,flutter_app/lib/features/predictions/presentation/pages/hub/predictions_home_page.dart;flutter_app/lib/features/predictions/presentation/widgets/hub/predictions_home_events.dart;flutter_app/lib/features/predictions/presentation/widgets/hub/predictions_home_filters.dart;flutter_app/lib/features/predictions/presentation/widgets/hub/predictions_home_highlights.dart;flutter_app/lib/features/predictions/presentation/widgets/predictions_outcome_widgets.dart;flutter_app/lib/features/predictions/presentation/widgets/predictions_time_remaining.dart,
profile,AppRoutePaths.profileDevices,DeviceManagementPage,flutter_app/lib/features/profile/presentation/pages/device_management_page.dart,L2_utilityDetail,detail,A,0,11,P3_LOW_DENSITY_REVIEW,2,0,0,0,2,0,1,2,1,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/profile/presentation/pages/device_management_page.dart;flutter_app/lib/features/profile/presentation/widgets/device_management_page_common.dart;flutter_app/lib/features/profile/presentation/widgets/device_management_page_sections.dart,
referral,AppRoutePaths.referralRules,ReferralRulesPage,flutter_app/lib/features/referral/presentation/pages/referral_rules_page.dart,L1_utilityHub,detail,A,0,11,P3_LOW_DENSITY_REVIEW,0,3,0,0,2,0,1,1,0,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/referral/presentation/pages/referral_rules_page.dart;flutter_app/lib/features/referral/presentation/widgets/referral_rules_page_common.dart;flutter_app/lib/features/referral/presentation/widgets/referral_rules_page_sections.dart,
wallet,AppRoutePaths.walletDustConverter,DustConverterPage,flutter_app/lib/features/wallet/presentation/pages/assets/dust_converter_page.dart,L2_detail,detail,B,8,11,P3_LOW_DENSITY_REVIEW,1,0,0,0,0,0,0,0,0,low_signal_monitor,Review first viewport manually and apply shared compact primitives without removing safety or domain-copy requirements.,flutter_app/lib/features/wallet/presentation/pages/assets/dust_converter_page.dart;flutter_app/lib/features/wallet/presentation/widgets/assets/wallet_dust_converter_assets.dart;flutter_app/lib/features/wallet/presentation/widgets/assets/wallet_dust_converter_confirm.dart;flutter_app/lib/features/wallet/presentation/widgets/assets/wallet_dust_converter_hero.dart;flutter_app/lib/features/wallet/presentation/widgets/assets/wallet_dust_converter_targets.dart;flutter_app/lib/features/wallet/presentation/widgets/hub/vit_wallet_detail_scaffold.dart,
wallet,AppRoutePaths.walletLimits,WithdrawLimitsPage,flutter_app/lib/features/wallet/presentation/pages/transfer/withdraw_limits_page.dart,L3_transactionFlow,detail,A,0,11,P3_LOW_DENSITY_REVIEW,0,0,0,0,5,0,1,1,0,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/wallet/presentation/pages/transfer/withdraw_limits_page.dart;flutter_app/lib/features/wallet/presentation/widgets/transfer/withdraw_limits_page_common.dart;flutter_app/lib/features/wallet/presentation/widgets/transfer/withdraw_limits_page_sections.dart,
p2p_account,AppRoutePaths.p2pPaymentMethods,P2PPaymentMethodsPage,flutter_app/lib/features/p2p_account/presentation/pages/payment/p2p_payment_methods_page.dart,L3_transactionFlow,detail,C,4,10,P3_LOW_DENSITY_REVIEW,0,2,0,0,1,0,0,0,1,low_signal_monitor,Review first viewport manually and apply shared compact primitives without removing safety or domain-copy requirements.,flutter_app/lib/features/p2p_account/presentation/pages/payment/p2p_payment_methods_page.dart;flutter_app/lib/features/p2p_account/presentation/widgets/payment/p2p_payment_methods_page_common.dart;flutter_app/lib/features/p2p_account/presentation/widgets/payment/p2p_payment_methods_page_sections.dart,
p2p_security,AppRoutePaths.p2pBlacklistAdd,P2PBlacklistAddPage,flutter_app/lib/features/p2p_security/presentation/pages/security/p2p_blacklist_add_page.dart,L3_transactionFlow,detail,A,4,10,P3_LOW_DENSITY_REVIEW,1,0,0,0,0,0,3,1,0,low_signal_monitor,Review first viewport manually and apply shared compact primitives without removing safety or domain-copy requirements.,flutter_app/lib/features/p2p_security/presentation/pages/security/p2p_blacklist_add_page.dart,
predictions,'/markets/predictions/tournament/:tournamentId',PredictionTournamentDetailPage,flutter_app/lib/features/predictions/presentation/pages/social/prediction_tournaments_page.dart,L2_entityDetail,detail,A,0,10,P3_LOW_DENSITY_REVIEW,0,0,0,0,4,0,2,2,0,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/predictions/presentation/pages/social/prediction_tournaments_page.dart;flutter_app/lib/features/predictions/presentation/widgets/hub/prediction_enum_tab_bar.dart;flutter_app/lib/features/predictions/presentation/widgets/social/prediction_tournaments_detail.dart;flutter_app/lib/features/predictions/presentation/widgets/social/prediction_tournaments_empty_leaderboard.dart;flutter_app/lib/features/predictions/presentation/widgets/social/prediction_tournaments_list.dart;flutter_app/lib/features/predictions/presentation/widgets/social/prediction_tournaments_stats.dart,
predictions,AppRoutePaths.marketsPredictionsTournaments,PredictionTournamentsPage,flutter_app/lib/features/predictions/presentation/pages/social/prediction_tournaments_page.dart,L2_detail,detail,A,0,10,P3_LOW_DENSITY_REVIEW,0,0,0,0,4,0,2,2,0,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/predictions/presentation/pages/social/prediction_tournaments_page.dart;flutter_app/lib/features/predictions/presentation/widgets/hub/prediction_enum_tab_bar.dart;flutter_app/lib/features/predictions/presentation/widgets/social/prediction_tournaments_detail.dart;flutter_app/lib/features/predictions/presentation/widgets/social/prediction_tournaments_empty_leaderboard.dart;flutter_app/lib/features/predictions/presentation/widgets/social/prediction_tournaments_list.dart;flutter_app/lib/features/predictions/presentation/widgets/social/prediction_tournaments_stats.dart,
profile,AppRoutePaths.profileApiCreate,ApiKeyCreatePage,flutter_app/lib/features/profile/presentation/pages/api_key_create_page.dart,L3_transactionFlow,detail,A,0,10,P3_LOW_DENSITY_REVIEW,1,0,0,0,2,0,3,3,1,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/profile/presentation/pages/api_key_create_page.dart;flutter_app/lib/features/profile/presentation/widgets/profile_api_key_create_form.dart;flutter_app/lib/features/profile/presentation/widgets/profile_api_key_create_result.dart,
wallet,AppRoutePaths.walletAddressBookAdd,AddressAddTabletPage,flutter_app/lib/features/wallet/presentation/tablet/pages/address_add_tablet_page.dart,L3_transactionFlow,detail,A,0,10,P3_LOW_DENSITY_REVIEW,1,3,0,0,0,0,1,1,0,low_signal_monitor,Review first viewport manually and apply shared compact primitives without removing safety or domain-copy requirements.,flutter_app/lib/features/wallet/presentation/tablet/pages/address_add_tablet_page.dart;flutter_app/lib/features/wallet/presentation/widgets/address/wallet_address_add_common.dart;flutter_app/lib/features/wallet/presentation/widgets/address/wallet_address_add_form.dart;flutter_app/lib/features/wallet/presentation/widgets/address/wallet_address_add_preview.dart,
admin,AppRoutePaths.admin,AdminHomePage,flutter_app/lib/features/admin/presentation/pages/admin_home_page.dart,L2_detail,detail,A,0,9,PASS_MONITOR,0,0,1,0,2,0,1,1,1,spacer_inside_cards;bottom_nav_inset_pressure,Remove Spacer-driven loose card expansion or replace with fixed compact content rhythm.,flutter_app/lib/features/admin/presentation/pages/admin_home_page.dart;flutter_app/lib/features/admin/presentation/widgets/admin_dashboard_state_content.dart;flutter_app/lib/features/admin/presentation/widgets/admin_home_dashboards_footer.dart;flutter_app/lib/features/admin/presentation/widgets/admin_home_metrics_realtime.dart,
admin,AppRoutePaths.adminSettings,AdminSettingsPage,flutter_app/lib/features/admin/presentation/pages/admin_settings_page.dart,L2_utilityDetail,detail,A,0,9,PASS_MONITOR,0,0,0,0,4,0,1,1,0,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/admin/presentation/pages/admin_settings_page.dart,
arena,'/arena/challenge/:challengeId',ArenaChallengeDetailPage,flutter_app/lib/features/arena/presentation/pages/challenge/arena_challenge_detail_page.dart,L2_entityDetail,detail,A,0,9,PASS_MONITOR,0,0,0,0,4,0,1,1,3,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/arena/presentation/pages/challenge/arena_challenge_detail_page.dart;flutter_app/lib/features/arena/presentation/pages/challenge/arena_challenge_detail_page_actions_and_shared_widgets.dart;flutter_app/lib/features/arena/presentation/pages/challenge/arena_challenge_detail_page_overview_section.dart;flutter_app/lib/features/arena/presentation/pages/challenge/arena_challenge_detail_page_tabs_and_panels.dart;flutter_app/lib/features/arena/presentation/widgets/challenge/arena_navigation_actions.dart;flutter_app/lib/features/arena/presentation/widgets/hub/arena_state_cards.dart;flutter_app/lib/features/arena/presentation/widgets/hub/arena_viewport_padding.dart,
dca,AppRoutePaths.dcaSmartRules,DCASmartRulesPage,flutter_app/lib/features/dca/presentation/pages/schedule/dca_smart_rules_page.dart,L2_detail,detail,A,0,9,PASS_MONITOR,0,1,0,0,3,0,1,1,2,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/dca/presentation/pages/schedule/dca_smart_rules_page.dart;flutter_app/lib/features/dca/presentation/widgets/dca_delete_button.dart;flutter_app/lib/features/dca/presentation/widgets/schedule/dca_smart_rules_cards.dart;flutter_app/lib/features/dca/presentation/widgets/schedule/dca_smart_rules_info_common.dart;flutter_app/lib/features/dca/presentation/widgets/schedule/dca_smart_rules_tabs_stats.dart,
discovery,AppRoutePaths.search,UnifiedSearchPage,flutter_app/lib/features/discovery/presentation/pages/unified_search_page.dart,L1_utilityHub,detail,A,0,9,PASS_MONITOR,0,0,2,0,0,0,1,1,1,spacer_inside_cards,Remove Spacer-driven loose card expansion or replace with fixed compact content rhythm.,flutter_app/lib/features/discovery/presentation/pages/unified_search_page.dart;flutter_app/lib/features/discovery/presentation/widgets/discovery_shared_tiles.dart;flutter_app/lib/features/discovery/presentation/widgets/unified_search_common.dart;flutter_app/lib/features/discovery/presentation/widgets/unified_search_entity_cards.dart;flutter_app/lib/features/discovery/presentation/widgets/unified_search_prediction_arena_cards.dart;flutter_app/lib/features/discovery/presentation/widgets/unified_search_results.dart;flutter_app/lib/features/discovery/presentation/widgets/unified_search_shell.dart,
launchpad,AppRoutePaths.launchpadNotifSound,LaunchpadNotifSoundPage,flutter_app/lib/features/launchpad/presentation/pages/tools/launchpad_notif_sound_page.dart,L2_detail,detail,A,0,9,PASS_MONITOR,0,1,0,0,3,0,1,1,1,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/launchpad/presentation/pages/tools/launchpad_notif_sound_page.dart;flutter_app/lib/features/launchpad/presentation/widgets/tools/launchpad_notif_sound_categories.dart;flutter_app/lib/features/launchpad/presentation/widgets/tools/launchpad_notif_sound_controls.dart;flutter_app/lib/features/launchpad/presentation/widgets/tools/launchpad_notif_sound_footer.dart,
